MSSubClass,LotArea,Street,LandContour,Neighborhood,OverallQual,OverallCond,YearBuilt,YearRemodAdd,Exterior1st,ExterQual,ExterCond,Foundation,BsmtCond,BsmtFinType1,TotalBsmtSF,Heating,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,Functional,Fireplaces,GarageYrBlt,GarageCars,GarageArea,GarageCond,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,Utilities_NoSeWa,Bldg Type_2fmCon,Bldg Type_Duplex,Bldg Type_Twnhs,Bldg Type_TwnhsE
190,9873,1,3,3,4,5,1970,1970,6,3,4,CBlock,TA,ALQ,960,GasW,N,SBrkr,960,0,960,1,3,1,TA,Typ,0,1970.0,2,576,TA,0,0,0,0,5,2006,WD,Normal,129000,False,True,False,False,False
60,13517,1,3,19,6,8,1976,2005,6,2,4,CBlock,TA,GLQ,725,GasA,Y,SBrkr,725,754,1479,2,3,1,Gd,Typ,0,1976.0,2,475,TA,0,0,0,0,3,2010,WD,Normal,130500,False,False,False,False,False
20,10140,1,3,14,6,5,1974,1974,6,3,4,CBlock,TA,Unf,1064,GasA,Y,SBrkr,1350,0,1350,2,3,1,TA,Typ,1,1974.0,2,478,TA,0,0,0,0,8,2009,WD,Normal,165000,False,False,False,False,False
70,10800,1,0,17,7,8,1890,1998,13,3,2,BrkTil,TA,Unf,718,GasA,Y,SBrkr,1576,978,2554,1,3,1,TA,Typ,0,1996.0,2,704,TA,0,0,0,0,7,2007,WD,Normal,159500,False,False,False,False,False
20,10000,1,3,14,5,6,1973,2000,6,3,4,CBlock,TA,BLQ,1176,GasA,Y,SBrkr,1178,0,1178,1,3,1,Gd,Typ,1,1973.0,2,439,TA,0,0,0,0,11,2008,WD,Normal,157000,False,False,False,False,False
60,10542,1,3,15,7,5,1993,1994,13,2,4,PConc,TA,GLQ,1311,GasA,Y,SBrkr,1325,1093,2418,2,3,1,Gd,Typ,1,1993.0,3,983,TA,0,0,0,0,8,2008,WD,Normal,341000,False,False,False,False,False
20,9920,1,3,5,5,6,1969,1969,6,3,4,CBlock,TA,ALQ,971,GasA,Y,SBrkr,971,0,971,1,3,1,TA,Typ,1,1969.0,1,300,TA,0,0,0,0,5,2006,WD,Normal,128500,False,False,False,False,False
120,6563,1,2,22,8,5,1985,1985,6,2,4,PConc,TA,GLQ,1742,GasA,Y,SBrkr,1742,0,1742,2,2,1,Gd,Typ,1,1985.0,2,564,TA,0,0,0,0,12,2006,WD,Normal,275000,False,False,False,False,False
120,4426,1,3,5,6,5,2004,2004,12,2,4,PConc,TA,GLQ,848,GasA,Y,SBrkr,848,0,848,1,1,1,Gd,Typ,0,2004.0,2,420,TA,0,0,0,0,5,2010,WD,Normal,143000,False,False,False,False,True
20,8120,1,3,12,4,7,1970,1970,8,3,2,CBlock,TA,ALQ,864,GasA,Y,SBrkr,864,0,864,1,3,1,TA,Typ,0,1994.0,2,463,TA,0,0,0,0,7,2009,WD,Normal,124500,False,False,False,False,False
50,8172,1,3,7,4,6,1954,1972,8,3,4,PConc,TA,Unf,941,GasA,Y,SBrkr,997,473,1470,2,4,1,TA,Typ,0,1958.0,1,548,TA,0,156,0,0,5,2008,WD,Normal,135000,False,False,False,False,False
20,13286,1,3,7,9,5,2007,2008,5,0,4,PConc,TA,GLQ,1698,GasA,Y,SBrkr,1698,0,1698,2,3,1,Ex,Typ,1,2007.0,3,768,TA,0,0,0,0,2,2009,WD,Normal,320000,False,False,False,False,False
20,6960,1,3,12,4,6,1970,1970,6,3,4,CBlock,TA,ALQ,864,GasA,Y,SBrkr,864,0,864,1,3,1,Gd,Typ,0,1989.0,2,660,TA,0,0,0,500,11,2009,WD,Normal,120500,False,False,False,False,False
20,21695,1,3,6,6,9,1988,2007,13,2,2,CBlock,TA,GLQ,880,GasA,Y,SBrkr,1680,0,1680,2,3,1,Gd,Typ,1,1988.0,2,540,TA,182,0,0,0,12,2009,WD,Normal,222000,False,False,False,False,False
20,7314,1,3,5,7,5,2007,2007,12,2,4,PConc,TA,GLQ,1232,GasA,Y,SBrkr,1232,0,1232,2,2,1,Gd,Typ,0,2007.0,2,632,TA,0,0,0,0,2,2009,WD,Normal,194500,False,False,False,False,False
90,11475,1,3,12,5,5,1958,1958,12,3,4,CBlock,TA,Unf,1584,GasA,Y,SBrkr,1776,0,1776,2,4,2,TA,Typ,0,1968.0,3,888,TA,0,0,0,0,7,2009,COD,Abnorml,110000,False,False,True,False,False
30,6240,1,3,9,4,5,1925,1950,8,3,4,CBlock,TA,BLQ,780,GasA,Y,FuseA,848,0,1208,1,2,1,TA,Typ,0,1962.0,2,539,TA,0,0,0,0,1,2009,WD,Normal,103000,False,False,False,False,False
120,5389,1,3,22,8,5,1995,1996,5,2,4,PConc,TA,GLQ,1595,GasA,Y,SBrkr,1616,0,1616,2,2,1,Gd,Typ,1,1995.0,2,608,TA,0,0,0,0,3,2010,WD,Normal,236500,False,False,False,False,True
80,9590,1,3,23,7,5,2003,2003,12,2,4,PConc,TA,GLQ,868,GasA,Y,SBrkr,1146,0,1146,2,3,1,Gd,Typ,1,2003.0,2,438,TA,0,0,0,0,5,2007,WD,Normal,187500,False,False,False,False,False
60,11404,1,3,5,7,5,1998,1999,12,2,4,PConc,TA,ALQ,1153,GasA,Y,SBrkr,1153,878,2031,2,3,1,Gd,Typ,1,1998.0,2,541,TA,0,0,0,0,7,2008,WD,Normal,222500,False,False,False,False,False
20,10000,1,3,19,5,6,1961,1983,6,3,4,CBlock,TA,BLQ,864,GasA,Y,SBrkr,1144,0,1144,1,3,1,TA,Typ,1,1961.0,1,264,TA,0,0,0,400,3,2009,WD,Normal,131400,False,False,False,False,False
20,8978,1,3,19,5,5,1968,1968,9,3,4,PConc,TA,Unf,948,GasA,Y,SBrkr,948,0,948,1,3,1,TA,Typ,0,1968.0,1,300,TA,0,0,0,0,5,2007,WD,Family,108000,False,False,False,False,False
75,10800,1,3,17,7,7,1914,1970,13,3,4,BrkTil,TA,Rec,880,GasW,N,SBrkr,880,888,1768,1,2,1,TA,Typ,2,1914.0,2,320,TA,0,0,0,0,10,2006,WD,Normal,163000,False,False,False,False,False
90,8544,1,3,12,3,4,1950,1950,11,3,4,CBlock,TA,Unf,0,GasA,N,FuseF,1040,0,1040,2,2,2,TA,Typ,0,1949.0,2,400,TA,0,0,0,0,7,2006,WD,Normal,93500,False,False,True,False,False
60,10463,1,1,8,8,5,2005,2005,12,2,4,PConc,TA,Unf,893,GasA,Y,SBrkr,901,900,1801,2,3,1,Gd,Typ,1,2005.0,3,800,TA,0,0,0,0,6,2006,WD,Normal,239900,False,False,False,False,False
90,10800,1,3,7,5,5,1987,1988,9,3,4,CBlock,Gd,GLQ,1200,GasA,Y,SBrkr,1200,0,1200,3,3,1,TA,Typ,0,1980.0,0,0,TA,0,0,0,0,3,2009,WD,Alloca,179000,False,False,True,False,False
60,9313,1,3,5,7,5,2004,2004,12,2,4,PConc,TA,Unf,864,GasA,Y,SBrkr,864,864,1728,2,3,1,Gd,Typ,0,2004.0,2,572,TA,0,0,0,0,4,2009,WD,Normal,190000,False,False,False,False,False
70,9600,1,3,17,5,7,1910,2002,13,3,2,BrkTil,Fa,Unf,264,GasA,Y,SBrkr,768,664,1432,2,2,1,TA,Typ,0,1910.0,2,360,Gd,0,0,0,0,5,2007,WD,Abnorml,132000,False,False,False,False,False
20,6768,1,3,19,6,8,1961,1996,6,3,2,CBlock,TA,GLQ,912,GasA,Y,SBrkr,912,0,912,1,3,1,Gd,Typ,0,1962.0,1,288,TA,0,0,0,0,5,2008,WD,Normal,142000,False,False,False,False,False
20,8450,1,3,20,7,5,2000,2001,12,3,4,PConc,TA,Unf,1349,GasA,Y,SBrkr,1349,0,1349,2,3,1,TA,Typ,0,2000.0,2,539,TA,0,0,0,0,12,2007,WD,Normal,179000,False,False,False,False,False
80,12886,1,3,19,5,6,1963,1999,6,3,4,CBlock,TA,ALQ,520,GasA,Y,SBrkr,1464,0,1464,2,3,1,TA,Min2,1,1997.0,2,480,TA,0,100,0,0,10,2009,WD,Normal,175000,False,False,False,False,False
120,5395,1,1,22,8,5,1993,1993,6,2,4,PConc,TA,GLQ,1337,GasA,Y,SBrkr,1337,0,1337,2,2,1,Gd,Typ,1,1993.0,2,462,TA,168,0,0,0,10,2008,WD,Normal,180000,False,False,False,False,True
60,8963,1,3,14,8,9,1976,1996,12,0,2,CBlock,Gd,GLQ,1142,GasA,Y,SBrkr,1175,1540,2715,3,4,1,Gd,Typ,2,1994.0,2,831,TA,0,0,0,0,7,2008,WD,Normal,299800,False,False,False,False,False
60,8795,1,3,8,7,5,2000,2000,12,2,4,PConc,TA,GLQ,952,GasA,Y,SBrkr,980,1276,2256,2,4,1,Gd,Typ,1,2000.0,2,554,TA,0,0,0,0,4,2009,WD,Normal,236000,False,False,False,False,False
70,11700,1,3,17,7,7,1880,2003,11,2,4,Stone,Fa,Unf,1240,GasW,N,SBrkr,1320,1320,2640,1,4,1,Gd,Typ,1,1950.0,4,864,TA,0,0,0,0,5,2009,WD,Normal,265979,False,False,False,False,False
20,10593,1,3,15,7,5,1996,1996,12,2,4,PConc,TA,GLQ,1720,GasA,Y,SBrkr,1720,0,1720,2,3,1,Gd,Typ,1,1996.0,2,527,TA,0,0,0,0,3,2010,WD,Normal,260400,False,False,False,False,False
50,8405,1,3,7,4,3,1945,1950,14,3,4,Slab,TA,Unf,0,Wall,N,FuseF,1088,441,1529,2,4,1,TA,Mod,0,1945.0,1,240,TA,0,0,0,0,4,2009,WD,Normal,98000,False,False,False,False,False
50,8800,1,3,17,4,7,1910,2004,13,3,4,BrkTil,Fa,Unf,576,GasA,Y,SBrkr,792,348,1140,1,3,1,TA,Min2,0,1980.0,0,0,TA,0,0,0,0,6,2010,WD,Normal,96500,False,False,False,False,False
60,7750,1,3,8,7,5,2003,2003,12,2,4,PConc,TA,Unf,660,GasA,Y,SBrkr,660,660,1320,2,3,1,Gd,Typ,0,2003.0,2,400,TA,0,0,0,0,8,2007,WD,Normal,162000,False,False,False,False,False
20,9236,1,3,5,6,5,1997,1997,12,3,2,PConc,TA,GLQ,1479,GasA,Y,SBrkr,1494,0,1494,2,3,1,Gd,Typ,0,1997.0,2,576,TA,0,0,0,0,7,2006,WD,Normal,217000,False,False,False,False,False
60,10240,1,3,16,8,5,2005,2005,12,2,4,PConc,TA,Unf,1030,GasA,Y,SBrkr,1038,1060,2098,2,3,1,Ex,Typ,1,2005.0,3,878,TA,0,0,0,0,3,2006,WD,Normal,275500,False,False,False,False,False
20,7930,1,3,12,6,8,1969,2005,9,3,4,CBlock,TA,GLQ,1026,GasA,Y,SBrkr,1026,0,1026,1,3,1,Gd,Typ,0,1969.0,2,440,TA,0,0,0,0,7,2009,WD,Normal,156000,False,False,False,False,False
160,3230,1,3,21,6,5,1999,1999,8,3,4,PConc,TA,GLQ,729,GasA,Y,SBrkr,742,729,1471,2,3,1,TA,Typ,0,1999.0,2,440,TA,0,0,0,0,3,2009,WD,Normal,172500,False,False,False,False,True
60,10769,1,3,5,8,5,2007,2007,12,2,4,PConc,TA,GLQ,866,GasA,Y,SBrkr,866,902,1768,2,3,1,Gd,Typ,0,2007.0,2,578,TA,0,0,0,0,4,2009,WD,Normal,212000,False,False,False,False,False
60,11616,1,3,19,6,5,1978,1978,6,3,4,CBlock,TA,Rec,672,GasA,Y,SBrkr,672,714,1386,2,3,1,TA,Typ,1,1978.0,2,440,TA,0,0,0,0,4,2010,WD,Abnorml,158900,False,False,False,False,False
160,2280,1,3,21,7,5,1999,1999,8,3,4,PConc,TA,ALQ,744,GasA,Y,SBrkr,757,744,1501,2,3,1,TA,Typ,0,1999.0,2,440,TA,0,0,0,0,8,2008,WD,Normal,179400,False,False,False,True,False
60,12257,1,3,15,8,5,1995,1995,12,2,4,PConc,TA,LwQ,1318,GasA,Y,SBrkr,1328,1203,2531,2,4,1,Gd,Typ,1,1995.0,3,752,TA,0,0,0,0,11,2007,WD,Normal,290000,False,False,False,False,False
20,9100,1,3,12,6,6,1959,1959,13,3,4,CBlock,TA,Rec,864,GasA,Y,SBrkr,864,0,864,1,2,1,TA,Typ,0,2008.0,1,300,Ex,0,0,0,450,10,2009,WD,Normal,127500,False,False,False,False,False
30,6911,1,3,3,5,5,1924,1950,13,3,4,PConc,TA,LwQ,1145,GasA,Y,SBrkr,1301,0,1301,1,2,1,Fa,Min1,0,1965.0,2,440,TA,0,0,0,0,10,2009,WD,Normal,100000,False,False,False,False,False
60,8640,1,3,21,7,5,2009,2009,12,3,4,PConc,TA,GLQ,756,GasA,Y,SBrkr,764,783,1547,2,3,1,Gd,Typ,0,2009.0,2,614,TA,0,0,0,0,6,2010,Con,Normal,215200,False,False,False,False,False
60,9430,1,3,15,8,5,1999,1999,12,2,4,PConc,TA,GLQ,1252,GasA,Y,SBrkr,1268,1097,2365,2,3,1,Gd,Typ,1,1999.0,3,856,TA,0,180,0,0,7,2009,WD,Normal,337000,False,False,False,False,False
120,9549,1,3,24,8,5,1995,1996,3,2,2,PConc,Gd,LwQ,1494,GasA,Y,SBrkr,1494,0,1494,1,2,1,Ex,Typ,1,1995.0,2,481,TA,0,216,0,0,4,2006,WD,Normal,270000,False,False,False,False,True
20,14587,1,3,21,9,5,2008,2008,12,2,4,PConc,TA,Unf,1498,GasA,Y,SBrkr,1506,0,1506,2,2,1,Ex,Typ,1,2008.0,2,592,TA,0,0,0,0,8,2008,New,Partial,264132,False,False,False,False,False
60,10421,1,3,14,7,5,1988,1988,6,3,4,CBlock,TA,GLQ,980,GasA,Y,SBrkr,980,734,1714,2,3,1,TA,Typ,1,1988.0,2,496,TA,0,0,0,500,3,2010,WD,Normal,196500,False,False,False,False,False
50,12508,1,3,11,6,7,1940,1985,12,3,4,CBlock,TA,ALQ,983,GasA,Y,SBrkr,983,767,1750,2,4,1,TA,Mod,0,1989.0,1,423,TA,0,0,0,1300,7,2008,WD,Normal,160000,False,False,False,False,False
20,9100,1,3,5,7,5,2004,2005,12,2,4,PConc,TA,GLQ,1860,GasA,Y,SBrkr,1836,0,1836,2,3,1,Gd,Typ,1,2004.0,2,484,TA,0,0,0,0,10,2006,WD,Normal,216837,False,False,False,False,False
60,53504,1,1,22,8,5,2003,2003,5,0,4,PConc,TA,ALQ,1650,GasA,Y,SBrkr,1690,1589,3279,3,4,1,Ex,Mod,1,2003.0,3,841,TA,0,210,0,0,6,2010,WD,Normal,538000,False,False,False,False,False
85,7252,1,3,19,5,5,1982,1982,13,3,4,CBlock,TA,GLQ,858,GasA,Y,SBrkr,858,0,858,1,2,1,TA,Typ,0,1983.0,2,576,TA,0,0,0,0,4,2009,WD,Normal,134900,False,False,False,False,False
20,8877,1,3,7,4,5,1951,1951,13,3,4,CBlock,Fa,LwQ,836,GasA,Y,FuseF,1220,0,1220,1,2,1,TA,Typ,0,1951.0,2,396,TA,0,0,0,0,4,2006,COD,Normal,102000,False,False,False,False,False
80,7819,1,3,7,6,5,1976,1976,9,3,4,CBlock,TA,ALQ,1029,GasA,Y,SBrkr,1117,0,1117,1,3,1,TA,Typ,1,1976.0,2,672,TA,0,0,0,0,3,2010,WD,Abnorml,107000,False,False,False,False,False
20,10150,1,3,12,5,5,1958,1958,13,3,4,CBlock,TA,Rec,912,GasA,Y,FuseA,912,0,912,1,2,1,TA,Typ,0,1958.0,1,275,TA,0,0,0,0,7,2007,COD,Normal,114500,False,False,False,False,False
20,14226,1,3,16,8,5,2006,2006,12,2,4,PConc,TA,Unf,1935,GasA,Y,SBrkr,1973,0,1973,2,3,1,Gd,Typ,1,2006.0,3,895,TA,0,0,0,0,7,2007,New,Partial,395000,False,False,False,False,False
120,4500,1,3,11,6,5,1998,1998,12,3,4,PConc,TA,GLQ,1204,GasA,Y,SBrkr,1204,0,1204,2,2,1,TA,Typ,0,1998.0,2,412,TA,0,0,0,0,6,2009,WD,Normal,162000,False,False,False,False,True
20,11210,1,3,5,7,5,2005,2006,12,2,4,PConc,TA,GLQ,1614,GasA,Y,SBrkr,1614,0,1614,2,3,1,Gd,Typ,0,2005.0,3,865,TA,0,0,0,0,7,2006,New,Partial,221500,False,False,False,False,False
20,13350,1,3,19,5,5,1974,1974,6,3,4,CBlock,TA,ALQ,864,GasA,Y,SBrkr,894,0,894,1,3,1,TA,Typ,1,1974.0,2,440,TA,0,0,0,0,6,2006,WD,Normal,142500,False,False,False,False,False
90,8400,1,3,20,5,5,1977,1977,9,3,4,Slab,TA,Unf,0,GasA,Y,SBrkr,2020,0,2020,2,4,2,TA,Typ,2,1977.0,2,630,TA,0,0,0,0,10,2007,WD,Normal,144000,False,False,True,False,False
90,10530,1,3,11,6,5,1977,1977,9,3,4,CBlock,TA,GLQ,975,GasA,Y,SBrkr,1004,0,1004,1,2,1,TA,Typ,0,1977.0,2,504,TA,0,0,0,0,5,2006,WD,Normal,135000,False,False,True,False,False
20,7875,1,3,8,7,5,1995,1996,6,3,4,PConc,Gd,Unf,1237,GasA,Y,SBrkr,1253,0,1253,2,3,1,TA,Typ,1,1995.0,2,402,TA,0,0,0,0,6,2007,WD,Normal,176000,False,False,False,False,False
60,7153,1,3,20,6,5,1992,1992,12,2,2,PConc,TA,ALQ,761,GasA,Y,SBrkr,810,793,1603,2,3,1,Gd,Typ,0,1992.0,2,484,TA,0,0,0,0,7,2006,WD,Normal,175900,False,False,False,False,False
20,16285,1,3,5,7,5,2001,2002,12,2,4,PConc,TA,Unf,1413,GasA,Y,SBrkr,1430,0,1430,2,3,1,Gd,Typ,0,2001.0,2,605,TA,0,0,0,0,6,2009,WD,Normal,187100,False,False,False,False,False
85,9101,1,3,11,5,6,1978,1978,9,3,2,PConc,TA,GLQ,1097,GasA,Y,SBrkr,1110,0,1110,1,1,1,Gd,Typ,1,1978.0,2,602,TA,0,0,0,0,7,2009,WD,Normal,165500,False,False,False,False,False
75,6300,1,3,17,6,6,1914,2001,13,3,4,CBlock,TA,Unf,742,GasA,Y,SBrkr,742,742,1484,2,3,1,TA,Typ,1,1980.0,0,0,TA,0,0,0,0,6,2008,WD,Normal,128000,False,False,False,False,False
20,9790,1,3,14,6,5,1967,1967,3,3,4,CBlock,TA,Rec,1372,GasA,Y,SBrkr,1342,0,1342,2,3,1,TA,Typ,1,1967.0,2,457,TA,0,197,0,0,9,2009,WD,Normal,161500,False,False,False,False,False
50,10800,1,3,17,5,6,1915,1950,8,3,2,PConc,TA,LwQ,686,GasA,Y,SBrkr,966,686,1652,2,4,1,TA,Typ,0,1961.0,1,416,TA,0,0,0,1200,6,2010,WD,Normal,139000,False,False,False,False,False
60,10142,1,3,20,7,5,2004,2004,12,2,4,PConc,TA,GLQ,956,GasA,Y,SBrkr,956,1128,2084,2,4,1,Gd,Typ,0,2004.0,2,618,TA,0,0,0,0,1,2010,WD,Normal,233000,False,False,False,False,False
20,6000,1,3,17,4,7,1954,2000,8,3,4,CBlock,TA,Unf,901,GasA,Y,SBrkr,901,0,901,1,2,1,TA,Typ,0,1954.0,1,281,TA,0,0,0,0,8,2008,WD,Normal,107900,False,False,False,False,False
60,12205,1,2,4,6,8,1966,2007,6,3,4,CBlock,Fa,LwQ,832,GasA,Y,SBrkr,976,1111,2087,2,5,1,Gd,Typ,0,1966.0,2,444,TA,0,0,0,0,7,2007,WD,Normal,187500,False,False,False,False,False
120,3182,1,3,0,7,5,2005,2006,12,2,4,PConc,TA,GLQ,1145,GasA,Y,SBrkr,1145,0,1145,2,2,1,Gd,Typ,1,2005.0,2,397,TA,0,0,0,0,9,2009,WD,Normal,160200,False,False,False,False,True
80,11333,1,3,11,6,5,1976,1976,6,3,4,PConc,TA,ALQ,1029,GasA,Y,SBrkr,1062,0,1062,1,3,1,TA,Typ,2,1976.0,2,539,TA,0,0,0,0,5,2007,WD,Normal,146800,False,False,False,False,False
60,9920,1,3,15,7,5,1996,1997,8,2,4,PConc,TA,GLQ,1117,GasA,Y,SBrkr,1127,886,2013,2,3,1,TA,Typ,1,1997.0,2,455,TA,0,0,0,0,6,2007,WD,Normal,269790,False,False,False,False,False
20,9158,1,3,21,8,5,2007,2007,5,2,4,PConc,TA,Unf,1496,GasA,Y,SBrkr,1496,0,1496,2,3,1,Gd,Typ,0,2007.0,2,474,TA,0,0,0,0,6,2007,New,Partial,225000,False,False,False,False,False
60,10832,1,3,8,7,5,1994,1996,8,2,4,PConc,TA,Unf,712,GasA,Y,SBrkr,1086,809,1895,2,3,1,Gd,Typ,1,1994.0,2,409,TA,0,0,0,500,10,2008,WD,Normal,194500,False,False,False,False,False
60,8400,1,3,20,6,6,1980,1981,6,3,4,CBlock,TA,Unf,650,GasA,Y,SBrkr,888,676,1564,2,3,1,TA,Typ,1,1980.0,2,476,TA,0,204,0,0,4,2010,WD,Normal,171000,False,False,False,False,False
20,8197,1,3,19,6,5,1977,1977,9,3,4,CBlock,TA,Unf,660,GasA,Y,SBrkr,1285,0,1285,1,3,1,TA,Typ,1,1977.0,2,528,TA,0,0,0,0,4,2007,WD,Normal,143500,False,False,False,False,False
20,7677,1,3,12,5,5,1953,1953,12,3,4,CBlock,TA,BLQ,773,GasA,Y,SBrkr,773,0,773,1,2,1,TA,Typ,0,1953.0,1,240,TA,0,0,0,0,4,2008,WD,Abnorml,110000,False,False,False,False,False
60,13518,1,3,16,9,5,2008,2009,12,0,4,PConc,TA,Unf,1926,GasA,Y,SBrkr,1966,1174,3140,3,4,1,Ex,Typ,2,2009.0,3,820,TA,0,0,0,0,7,2009,New,Partial,485000,False,False,False,False,False
50,7200,1,3,18,5,7,1937,1950,13,3,4,BrkTil,TA,ALQ,731,GasA,Y,SBrkr,981,787,1768,1,3,1,Gd,Typ,2,1939.0,1,240,TA,0,0,0,0,6,2007,WD,Normal,175000,False,False,False,False,False
60,12798,1,1,4,6,5,1997,1997,12,3,4,PConc,TA,GLQ,616,GasA,Y,SBrkr,616,1072,1688,2,4,1,Gd,Typ,0,1997.0,2,603,TA,0,0,0,400,5,2008,WD,Normal,200000,False,False,False,False,False
30,4800,1,3,9,4,7,1916,1990,8,3,4,CBlock,TA,LwQ,1196,GasA,Y,FuseA,1196,0,1196,1,2,1,TA,Typ,0,1957.0,2,440,TA,0,0,0,0,7,2007,WD,Normal,109900,False,False,False,False,False
60,8199,1,3,5,7,5,2005,2005,14,2,4,PConc,TA,GLQ,728,GasA,Y,SBrkr,728,728,1456,2,3,1,Gd,Typ,1,2005.0,2,410,TA,0,0,0,0,10,2008,WD,Normal,189000,False,False,False,False,False
60,13891,1,3,16,9,5,2008,2009,12,0,4,PConc,TA,Unf,1734,GasA,Y,SBrkr,1734,1088,2822,3,4,1,Ex,Typ,1,2009.0,3,1020,TA,0,192,0,0,1,2009,New,Partial,582933,False,False,False,False,False
20,9000,1,3,12,5,5,1954,1954,13,3,4,CBlock,TA,LwQ,936,GasA,Y,SBrkr,1128,0,1128,1,2,1,TA,Min1,0,1954.0,1,286,TA,0,0,0,0,6,2006,WD,Family,118000,False,False,False,False,False
20,12274,1,3,21,7,5,2008,2008,12,2,4,PConc,TA,Unf,1417,GasA,Y,SBrkr,1428,0,1428,2,3,1,Ex,Typ,0,2008.0,2,554,TA,0,0,0,0,7,2008,New,Partial,227680,False,False,False,False,False
80,9750,1,3,12,5,5,1967,1967,12,3,4,PConc,TA,ALQ,980,GasA,Y,SBrkr,980,0,980,2,3,1,TA,Typ,0,1967.0,1,384,TA,0,0,0,0,10,2006,WD,Normal,135500,False,False,False,False,False
70,21384,1,3,3,5,6,1923,2004,13,3,4,CBlock,TA,GLQ,1324,GasA,Y,SBrkr,1072,504,1576,1,3,1,Gd,Typ,1,1923.0,2,528,TA,0,0,0,0,5,2009,WD,Normal,223500,False,False,False,False,False
80,13400,1,3,12,5,5,1966,1966,12,3,4,CBlock,TA,ALQ,1024,GasA,Y,SBrkr,1086,0,1086,1,3,1,TA,Typ,1,1966.0,2,484,TA,0,0,0,0,6,2006,WD,Normal,159950,False,False,False,False,False
75,8100,1,3,17,5,5,1898,1965,0,3,4,PConc,TA,Unf,849,GasA,N,FuseA,1075,1063,2138,2,2,3,TA,Typ,0,1910.0,2,360,Po,0,0,0,0,11,2009,WD,Normal,106000,False,False,False,False,False
20,10140,1,3,14,6,6,1974,1999,6,3,4,CBlock,TA,ALQ,1040,GasA,Y,SBrkr,1309,0,1309,1,3,1,Gd,Typ,1,1974.0,2,484,TA,0,0,648,0,1,2006,WD,Normal,181000,False,False,False,False,False
120,4438,1,3,5,6,5,2004,2004,12,2,4,PConc,TA,GLQ,848,GasA,Y,SBrkr,848,0,848,1,1,1,Gd,Typ,1,2004.0,2,420,TA,0,0,0,0,6,2008,ConLD,Normal,144500,False,False,False,False,True
20,8712,0,0,9,5,5,1952,1952,13,1,4,CBlock,TA,Unf,540,GasA,N,FuseA,1044,0,1044,1,2,1,Fa,Typ,0,1952.0,2,504,TA,0,0,0,54,6,2010,WD,Alloca,55993,False,False,False,False,False
20,9750,1,3,12,6,6,1958,1958,8,3,4,CBlock,TA,Rec,1442,GasA,Y,SBrkr,1442,0,1442,1,4,1,TA,Typ,0,1958.0,1,301,TA,0,0,0,500,4,2007,COD,Normal,157900,False,False,False,False,False
50,8248,1,3,7,5,7,1918,1950,11,3,4,BrkTil,TA,Unf,686,GasW,Y,SBrkr,686,564,1250,1,3,1,Fa,Typ,0,1955.0,1,280,TA,0,0,0,0,7,2006,WD,Normal,116000,False,False,False,False,False
20,12137,1,3,5,7,5,1998,1998,12,3,4,PConc,TA,Unf,1649,GasA,Y,SBrkr,1661,0,1661,2,3,1,Gd,Typ,0,1998.0,2,598,TA,0,0,0,0,5,2010,WD,Normal,224900,False,False,False,False,False
20,11425,1,3,12,5,6,1954,1954,3,3,4,CBlock,TA,BLQ,1008,GasA,Y,SBrkr,1008,0,1008,1,2,1,TA,Typ,1,1954.0,1,275,TA,0,0,0,0,7,2006,WD,Normal,137000,False,False,False,False,False
20,13265,1,3,11,8,5,2002,2002,5,2,4,PConc,TA,GLQ,1568,GasA,Y,SBrkr,1689,0,1689,2,3,1,Gd,Typ,2,2002.0,3,857,TA,0,0,0,0,7,2008,WD,Normal,271000,False,False,False,False,False
80,8816,1,3,4,6,7,1971,1971,6,3,4,CBlock,TA,GLQ,1010,GasA,Y,SBrkr,1052,0,1052,1,3,1,TA,Typ,0,1971.0,2,440,TA,0,0,0,0,6,2010,WD,Normal,155000,False,False,False,False,False
120,6371,1,3,16,7,5,2009,2010,12,2,4,PConc,TA,GLQ,1358,GasA,Y,SBrkr,1358,0,1358,2,2,1,Gd,Typ,1,2010.0,2,484,TA,0,0,0,0,6,2010,New,Partial,224000,False,False,False,False,True
60,7226,1,3,5,7,5,2003,2003,12,2,4,PConc,TA,Unf,798,GasA,Y,SBrkr,798,842,1640,2,3,1,Gd,Typ,0,2003.0,2,595,TA,0,0,0,0,6,2008,WD,Normal,183000,False,False,False,False,False
20,6000,1,0,17,4,4,1953,1953,8,1,4,CBlock,TA,Unf,936,GasA,N,SBrkr,936,0,936,1,2,1,TA,Min2,0,1974.0,2,576,TA,0,0,0,0,2,2009,WD,Normal,93000,False,True,False,False,False
60,12394,1,3,8,7,5,2003,2003,12,2,4,PConc,TA,Unf,847,GasA,Y,SBrkr,847,886,1733,2,3,1,Gd,Typ,1,2003.0,2,433,TA,0,0,0,0,10,2007,WD,Family,225000,False,False,False,False,False
50,9900,1,3,18,6,7,1940,1950,12,3,4,BrkTil,TA,Unf,778,GasA,Y,SBrkr,944,545,1489,2,3,1,TA,Typ,1,1940.0,1,240,TA,0,0,0,0,7,2009,WD,Normal,139500,False,False,False,False,False
